license plate,brand,model,color,model year
AO679IZ,BMW,Serie 3,black,2008
AO692JC,Mercedes,Classe B,grey,2009
AO705KF,Audi,A3,silver,2010
AO718LI,Honda,Jazz,green,2011
AO731ML,Hyundai,i20,yellow,2012
AO744NO,Kia,Stonic,orange,2013
AO757OS,Nissan,Juke,brown,2014
AP770PV,Seat,Arona,beige,2015
AP783RY,Skoda,Scala,purple,2016
AP796SB,Volvo,XC40,red,2017
AP809TE,Mazda,3,blue,2018
AP822UH,Suzuki,Vitara,white,2019
AP835VK,Citroen,C4,black,2020
AP848WN,Dacia,Duster,grey,2021
AP861XR,Alfa Romeo,Giulia,silver,2022
AP874YU,Lancia,Ypsilon,green,2023
AP887ZX,Jeep,Compass,yellow,2024
AP900AA,Mini,Countryman,orange,2005
AP913BD,Subaru,Forester,brown,2006
AP926CG,Mitsubishi,ASX,beige,2007
AP939DJ,Tesla,Model Y,purple,2008
AP952EM,Fiat,Panda,red,2009
AP965FP,Volkswagen,Passat,blue,2010
AP978GT,Toyota,Auris,white,2011
AP991HW,Ford,Kuga,black,2012
AP104IZ,Renault,Captur,grey,2013
AP117JC,Peugeot,2008,silver,2014
AP130KF,Opel,Mokka,green,2015
AP143LI,BMW,Serie 5,yellow,2016
AP156ML,Mercedes,Classe C,orange,2017
AP169NO,Audi,A4,brown,2018
AP182OS,Honda,HR-V,beige,2019
AP195PV,Hyundai,i30,purple,2020
AR208RY,Kia,Ceed,red,2021
AR221SB,Nissan,Qashqai,blue,2022
AR234TE,Seat,Leon,white,2023
AR247UH,Skoda,Octavia,black,2024
AR260VK,Volvo,V60,grey,2005
AR273WN,Mazda,CX-3,silver,2006
AR286XR,Suzuki,Ignis,green,2007
AR299YU,Citroen,C5 Aircross,yellow,2008
AR312ZX,Dacia,Logan,orange,2009
AR325AA,Alfa Romeo,Stelvio,brown,2010
AR338BD,Lancia,Ypsilon,beige,2011
AR351CG,Jeep,Cherokee,purple,2012
AR364DJ,Mini,Clubman,red,2013
AR377EM,Subaru,Outback,blue,2014
AR390FP,Mitsubishi,Eclipse Cross,white,2015
AR403GT,Tesla,Model S,black,2016
AR416HW,Fiat,Tipo,grey,2017
AR429IZ,Volkswagen,Tiguan,silver,2018
AR442JC,Toyota,RAV4,green,2019
AR455KF,Ford,Puma,yellow,2020
AR468LI,Renault,Kadjar,orange,2021
AR481ML,Peugeot,3008,brown,2022
AR494NO,Opel,Crossland,beige,2023
AR507OS,BMW,X1,purple,2024
AR520PV,Mercedes,GLA,red,2005
AR533RY,Audi,Q3,blue,2006
AS546SB,Honda,CR-V,white,2007
AS559TE,Hyundai,Tucson,black,2008
AS572UH,Kia,Sportage,grey,2009
AS585VK,Nissan,Leaf,silver,2010
AS598WN,Seat,Ateca,green,2011
AS611XR,Skoda,Karoq,yellow,2012
AS624YU,Volvo,XC60,orange,2013
AS637ZX,Mazda,CX-5,brown,2014
AS650AA,Suzuki,Baleno,beige,2015
AS663BD,Citroen,Berlingo,purple,2016
AS676CG,Dacia,Spring,red,2017
AS689DJ,Alfa Romeo,Tonale,blue,2018
AS702EM,Lancia,Ypsilon,white,2019
AS715FP,Jeep,Wrangler,black,2020
AS728GT,Mini,Paceman,grey,2021
AS741HW,Subaru,XV,silver,2022
AS754IZ,Mitsubishi,Outlander,green,2023
AS767JC,Tesla,Model X,yellow,2024
AS780KF,Fiat,Punto,orange,2005
AS793LI,Volkswagen,Golf,brown,2006
AS806ML,Toyota,Yaris,beige,2007
AS819NO,Ford,Focus,purple,2008
AS832OS,Renault,Clio,red,2009
AS845PV,Peugeot,208,blue,2010
AS858RY,Opel,Corsa,white,2011
AS871SB,BMW,Serie 1,black,2012
AT884TE,Mercedes,Classe A,grey,2013
AT897UH,Audi,A1,silver,2014
AT910VK,Honda,Civic,green,2015
AT923WN,Hyundai,i10,yellow,2016
AT936XR,Kia,Picanto,orange,2017
AT949YU,Nissan,Micra,brown,2018
AT962ZX,Seat,Ibiza,beige,2019
AT975AA,Skoda,Fabia,purple,2020
AT988BD,Volvo,V40,red,2021
AT101CG,Mazda,2,blue,2022
AT114DJ,Suzuki,Swift,white,2023
AT127EM,Citroen,C3,black,2024
AT140FP,Dacia,Sandero,grey,2005
AT153GT,Alfa Romeo,Giulietta,silver,2006
AT166HW,Lancia,Ypsilon,green,2007
AT179IZ,Jeep,Renegade,yellow,2008
AT192JC,Mini,Cooper,orange,2009
AT205KF,Subaru,Impreza,brown,2010
AT218LI,Mitsubishi,Colt,beige,2011
AT231ML,Tesla,Model 3,purple,2012
AT244NO,Fiat,500,red,2013
AT257OS,Volkswagen,Polo,blue,2014
AT270PV,Toyota,Corolla,white,2015
AT283RY,Ford,Fiesta,black,2016
AT296SB,Renault,Megane,grey,2017
AT309TE,Peugeot,308,silver,2018
AU322UH,Opel,Astra,green,2019
AU335VK,BMW,Serie 3,yellow,2020
AU348WN,Mercedes,Classe B,orange,2021
AU361XR,Audi,A3,brown,2022
AU374YU,Honda,Jazz,beige,2023
AU387ZX,Hyundai,i20,purple,2024
AU400AA,Kia,Stonic,red,2005
AU413BD,Nissan,Juke,blue,2006
AU426CG,Seat,Arona,white,2007
AU439DJ,Skoda,Scala,black,2008
AU452EM,Volvo,XC40,grey,2009
AU465FP,Mazda,3,silver,2010
AU478GT,Suzuki,Vitara,green,2011
AU491HW,Citroen,C4,yellow,2012
AU504IZ,Dacia,Duster,orange,2013
AU517JC,Alfa Romeo,Giulia,brown,2014
AU530KF,Lancia,Ypsilon,beige,2015
AU543LI,Jeep,Compass,purple,2016
AU556ML,Mini,Countryman,red,2017
AU569NO,Subaru,Forester,blue,2018
AU582OS,Mitsubishi,ASX,white,2019
AU595PV,Tesla,Model Y,black,2020
AU608RY,Fiat,Panda,grey,2021
AU621SB,Volkswagen,Passat,silver,2022
AU634TE,Toyota,Auris,green,2023
AU647UH,Ford,Kuga,yellow,2024
AV660VK,Renault,Captur,orange,2005
AV673WN,Peugeot,2008,brown,2006
AV686XR,Opel,Mokka,beige,2007
AV699YU,BMW,Serie 5,purple,2008
AV712ZX,Mercedes,Classe C,red,2009
AV725AA,Audi,A4,blue,2010
AV738BD,Honda,HR-V,white,2011
AV751CG,Hyundai,i30,black,2012
AV764DJ,Kia,Ceed,grey,2013
AV777EM,Nissan,Qashqai,silver,2014
AV790FP,Seat,Leon,green,2015
AV803GT,Skoda,Octavia,yellow,2016
AV816HW,Volvo,V60,orange,2017
AV829IZ,Mazda,CX-3,brown,2018
AV842JC,Suzuki,Ignis,beige,2019
AV855KF,Citroen,C5 Aircross,purple,2020
AV868LI,Dacia,Logan,red,2021
AV881ML,Alfa Romeo,Stelvio,blue,2022
AV894NO,Lancia,Ypsilon,white,2023
AV907OS,Jeep,Cherokee,black,2024
AV920PV,Mini,Clubman,grey,2005
AV933RY,Subaru,Outback,silver,2006
AV946SB,Mitsubishi,Eclipse Cross,green,2007
AV959TE,Tesla,Model S,yellow,2008
AV972UH,Fiat,Tipo,orange,2009
AV985VK,Volkswagen,Tiguan,brown,2010
AW998WN,Toyota,RAV4,beige,2011
AW111XR,Ford,Puma,purple,2012
AW124YU,Renault,Kadjar,red,2013
AW137ZX,Peugeot,3008,blue,2014
AW150AA,Opel,Crossland,white,2015
AW163BD,BMW,X1,black,2016
AW176CG,Mercedes,GLA,grey,2017
AW189DJ,Audi,Q3,silver,2018
AW202EM,Honda,CR-V,green,2019
AW215FP,Hyundai,Tucson,yellow,2020
AW228GT,Kia,Sportage,orange,2021
AW241HW,Nissan,Leaf,brown,2022
AW254IZ,Seat,Ateca,beige,2023
AW267JC,Skoda,Karoq,purple,2024
AW280KF,Volvo,XC60,red,2005
AW293LI,Mazda,CX-5,blue,2006
AW306ML,Suzuki,Baleno,white,2007
AW319NO,Citroen,Berlingo,black,2008
AW332OS,Dacia,Spring,grey,2009
AW345PV,Alfa Romeo,Tonale,silver,2010
AW358RY,Lancia,Ypsilon,green,2011
AW371SB,Jeep,Wrangler,yellow,2012
AW384TE,Mini,Paceman,orange,2013
AW397UH,Subaru,XV,brown,2014
AW410VK,Mitsubishi,Outlander,beige,2015
AW423WN,Tesla,Model X,purple,2016
AX436XR,Fiat,Punto,red,2017
AX449YU,Volkswagen,Golf,blue,2018
AX462ZX,Toyota,Yaris,white,2019
AX475AA,Ford,Focus,black,2020
AX488BD,Renault,Clio,grey,2021
AX501CG,Peugeot,208,silver,2022
AX514DJ,Opel,Corsa,green,2023
AX527EM,BMW,Serie 1,yellow,2024
AX540FP,Mercedes,Classe A,orange,2005
AX553GT,Audi,A1,brown,2006
AX566HW,Honda,Civic,beige,2007
AX579IZ,Hyundai,i10,purple,2008
AX592JC,Kia,Picanto,red,2009
AX605KF,Nissan,Micra,blue,2010
AX618LI,Seat,Ibiza,white,2011
AX631ML,Skoda,Fabia,black,2012
AX644NO,Volvo,V40,grey,2013
AX657OS,Mazda,2,silver,2014
AX670PV,Suzuki,Swift,green,2015
AX683RY,Citroen,C3,yellow,2016
AX696SB,Dacia,Sandero,orange,2017
AX709TE,Alfa Romeo,Giulietta,brown,2018
AX722UH,Lancia,Ypsilon,beige,2019
AX735VK,Jeep,Renegade,purple,2020
AX748WN,Mini,Cooper,red,2021
AX761XR,Subaru,Impreza,blue,2022
AY774YU,Mitsubishi,Colt,white,2023
AY787ZX,Tesla,Model 3,black,2024
AY800AA,Fiat,500,grey,2005
AY813BD,Volkswagen,Polo,silver,2006
AY826CG,Toyota,Corolla,green,2007
AY839DJ,Ford,Fiesta,yellow,2008
AY852EM,Renault,Megane,orange,2009
AY865FP,Peugeot,308,brown,2010
AY878GT,Opel,Astra,beige,2011
AY891HW,BMW,Serie 3,purple,2012
AY904IZ,Mercedes,Classe B,red,2013
AY917JC,Audi,A3,blue,2014
AY930KF,Honda,Jazz,white,2015
AY943LI,Hyundai,i20,black,2016
AY956ML,Kia,Stonic,grey,2017
AY969NO,Nissan,Juke,silver,2018
AY982OS,Seat,Arona,green,2019
AY995PV,Skoda,Scala,yellow,2020
AY108RY,Volvo,XC40,orange,2021
AY121SB,Mazda,3,brown,2022
AY134TE,Suzuki,Vitara,beige,2023
AY147UH,Citroen,C4,purple,2024
AY160VK,Dacia,Duster,red,2005
AY173WN,Alfa Romeo,Giulia,blue,2006
AY186XR,Lancia,Ypsilon,white,2007
AY199YU,Jeep,Compass,black,2008
AZ212ZX,Mini,Countryman,grey,2009
AZ225AA,Subaru,Forester,silver,2010
AZ238BD,Mitsubishi,ASX,green,2011
AZ251CG,Tesla,Model Y,yellow,2012
AZ264DJ,Fiat,Panda,orange,2013
AZ277EM,Volkswagen,Passat,brown,2014
AZ290FP,Toyota,Auris,beige,2015
AZ303GT,Ford,Kuga,purple,2016
AZ316HW,Renault,Captur,red,2017
AZ329IZ,Peugeot,2008,blue,2018
AZ342JC,Opel,Mokka,white,2019
AZ355KF,BMW,Serie 5,black,2020
AZ368LI,Mercedes,Classe C,grey,2021
AZ381ML,Audi,A4,silver,2022
AZ394NO,Honda,HR-V,green,2023
AZ407OS,Hyundai,i30,yellow,2024
AZ420PV,Kia,Ceed,orange,2005
AZ433RY,Nissan,Qashqai,brown,2006
AZ446SB,Seat,Leon,beige,2007
AZ459TE,Skoda,Octavia,purple,2008
AZ472UH,Volvo,V60,red,2009
AZ485VK,Mazda,CX-3,blue,2010
AZ498WN,Suzuki,Ignis,white,2011
AZ511XR,Citroen,C5 Aircross,black,2012
AZ524YU,Dacia,Logan,grey,2013
AZ537ZX,Alfa Romeo,Stelvio,silver,2014
AA550AA,Lancia,Ypsilon,green,2015
AA563BD,Jeep,Cherokee,yellow,2016
AA576CG,Mini,Clubman,orange,2017
AA589DJ,Subaru,Outback,brown,2018
AA602EM,Mitsubishi,Eclipse Cross,beige,2019
AA615FP,Tesla,Model S,purple,2020
AA628GT,Fiat,Tipo,red,2021
AA641HW,Volkswagen,Tiguan,blue,2022
AA654IZ,Toyota,RAV4,white,2023
AA667JC,Ford,Puma,black,2024
AA680KF,Renault,Kadjar,grey,2005
AA693LI,Peugeot,3008,silver,2006
AA706ML,Opel,Crossland,green,2007
AA719NO,BMW,X1,yellow,2008
AA732OS,Mercedes,GLA,orange,2009
AA745PV,Audi,Q3,brown,2010
AA758RY,Honda,CR-V,beige,2011
AA771SB,Hyundai,Tucson,purple,2012
AA784TE,Kia,Sportage,red,2013
AA797UH,Nissan,Leaf,blue,2014
AA810VK,Seat,Ateca,white,2015
AA823WN,Skoda,Karoq,black,2016
AA836XR,Volvo,XC60,grey,2017
AA849YU,Mazda,CX-5,silver,2018
AA862ZX,Suzuki,Baleno,green,2019
AA875AA,Citroen,Berlingo,yellow,2020
BB888BD,Dacia,Spring,orange,2021
BB901CG,Alfa Romeo,Tonale,brown,2022
BB914DJ,Lancia,Ypsilon,beige,2023
BB927EM,Jeep,Wrangler,purple,2024
BB940FP,Mini,Paceman,red,2005
BB953GT,Subaru,XV,blue,2006
BB966HW,Mitsubishi,Outlander,white,2007
BB979IZ,Tesla,Model X,black,2008
BB992JC,Fiat,Punto,grey,2009
BB105KF,Volkswagen,Golf,silver,2010
BB118LI,Toyota,Yaris,green,2011
BB131ML,Ford,Focus,yellow,2012
BB144NO,Renault,Clio,orange,2013
BB157OS,Peugeot,208,brown,2014
BB170PV,Opel,Corsa,beige,2015
BB183RY,BMW,Serie 1,purple,2016
BB196SB,Mercedes,Classe A,red,2017
BB209TE,Audi,A1,blue,2018
BB222UH,Honda,Civic,white,2019
BB235VK,Hyundai,i10,black,2020
BB248WN,Kia,Picanto,grey,2021
BB261XR,Nissan,Micra,silver,2022
BB274YU,Seat,Ibiza,green,2023
BB287ZX,Skoda,Fabia,yellow,2024
BB300AA,Volvo,V40,orange,2005
BB313BD,Mazda,2,brown,2006
BC326CG,Suzuki,Swift,beige,2007
BC339DJ,Citroen,C3,purple,2008
BC352EM,Dacia,Sandero,red,2009
BC365FP,Alfa Romeo,Giulietta,blue,2010
BC378GT,Lancia,Ypsilon,white,2011
BC391HW,Jeep,Renegade,black,2012
BC404IZ,Mini,Cooper,grey,2013
BC417JC,Subaru,Impreza,silver,2014
BC430KF,Mitsubishi,Colt,green,2015
BC443LI,Tesla,Model 3,yellow,2016
BC456ML,Fiat,500,orange,2017
BC469NO,Volkswagen,Polo,brown,2018
BC482OS,Toyota,Corolla,beige,2019
BC495PV,Ford,Fiesta,purple,2020
BC508RY,Renault,Megane,red,2021
BC521SB,Peugeot,308,blue,2022
BC534TE,Opel,Astra,white,2023
BC547UH,BMW,Serie 3,black,2024
BC560VK,Mercedes,Classe B,grey,2005
BC573WN,Audi,A3,silver,2006
BC586XR,Honda,Jazz,green,2007
BC599YU,Hyundai,i20,yellow,2008
BC612ZX,Kia,Stonic,orange,2009
BC625AA,Nissan,Juke,brown,2010
BC638BD,Seat,Arona,beige,2011
BC651CG,Skoda,Scala,purple,2012
BD664DJ,Volvo,XC40,red,2013
BD677EM,Mazda,3,blue,2014
BD690FP,Suzuki,Vitara,white,2015
BD703GT,Citroen,C4,black,2016
BD716HW,Dacia,Duster,grey,2017
BD729IZ,Alfa Romeo,Giulia,silver,2018
BD742JC,Lancia,Ypsilon,green,2019
BD755KF,Jeep,Compass,yellow,2020
BD768LI,Mini,Countryman,orange,2021
BD781ML,Subaru,Forester,brown,2022
BD794NO,Mitsubishi,ASX,beige,2023
BD807OS,Tesla,Model Y,purple,2024
BD820PV,Fiat,Panda,red,2005
BD833RY,Volkswagen,Passat,blue,2006
BD846SB,Toyota,Auris,white,2007
BD859TE,Ford,Kuga,black,2008
BD872UH,Renault,Captur,grey,2009
BD885VK,Peugeot,2008,silver,2010
BD898WN,Opel,Mokka,green,2011
BD911XR,BMW,Serie 5,yellow,2012
BD924YU,Mercedes,Classe C,orange,2013
BD937ZX,Audi,A4,brown,2014
BD950AA,Honda,HR-V,beige,2015
BD963BD,Hyundai,i30,purple,2016
BD976CG,Kia,Ceed,red,2017
BD989DJ,Nissan,Qashqai,blue,2018
BE102EM,Seat,Leon,white,2019
BE115FP,Skoda,Octavia,black,2020
BE128GT,Volvo,V60,grey,2021
BE141HW,Mazda,CX-3,silver,2022
BE154IZ,Suzuki,Ignis,green,2023
BE167JC,Citroen,C5 Aircross,yellow,2024
BE180KF,Dacia,Logan,orange,2005
BE193LI,Alfa Romeo,Stelvio,brown,2006
BE206ML,Lancia,Ypsilon,beige,2007
BE219NO,Jeep,Cherokee,purple,2008
BE232OS,Mini,Clubman,red,2009
BE245PV,Subaru,Outback,blue,2010
BE258RY,Mitsubishi,Eclipse Cross,white,2011
BE271SB,Tesla,Model S,black,2012
BE284TE,Fiat,Tipo,grey,2013
BE297UH,Volkswagen,Tiguan,silver,2014
BE310VK,Toyota,RAV4,green,2015
BE323WN,Ford,Puma,yellow,2016
BE336XR,Renault,Kadjar,orange,2017
BE349YU,Peugeot,3008,brown,2018
BE362ZX,Opel,Crossland,beige,2019
BE375AA,BMW,X1,purple,2020
BE388BD,Mercedes,GLA,red,2021
BE401CG,Audi,Q3,blue,2022
BE414DJ,Honda,CR-V,white,2023
BE427EM,Hyundai,Tucson,black,2024
BF440FP,Kia,Sportage,grey,2005
BF453GT,Nissan,Leaf,silver,2006
BF466HW,Seat,Ateca,green,2007
BF479IZ,Skoda,Karoq,yellow,2008
BF492JC,Volvo,XC60,orange,2009
BF505KF,Mazda,CX-5,brown,2010
BF518LI,Suzuki,Baleno,beige,2011
BF531ML,Citroen,Berlingo,purple,2012
BF544NO,Dacia,Spring,red,2013
BF557OS,Alfa Romeo,Tonale,blue,2014
BF570PV,Lancia,Ypsilon,white,2015
BF583RY,Jeep,Wrangler,black,2016
BF596SB,Mini,Paceman,grey,2017
BF609TE,Subaru,XV,silver,2018
BF622UH,Mitsubishi,Outlander,green,2019
BF635VK,Tesla,Model X,yellow,2020
BF648WN,Fiat,Punto,orange,2021
BF661XR,Volkswagen,Golf,brown,2022
BF674YU,Toyota,Yaris,beige,2023
BF687ZX,Ford,Focus,purple,2024
BF700AA,Renault,Clio,red,2005
BF713BD,Peugeot,208,blue,2006
BF726CG,Opel,Corsa,white,2007
BF739DJ,BMW,Serie 1,black,2008
BF752EM,Mercedes,Classe A,grey,2009
BF765FP,Audi,A1,silver,2010
BG778GT,Honda,Civic,green,2011
BG791HW,Hyundai,i10,yellow,2012
BG804IZ,Kia,Picanto,orange,2013
BG817JC,Nissan,Micra,brown,2014
BG830KF,Seat,Ibiza,beige,2015
BG843LI,Skoda,Fabia,purple,2016
BG856ML,Volvo,V40,red,2017
BG869NO,Mazda,2,blue,2018
BG882OS,Suzuki,Swift,white,2019
BG895PV,Citroen,C3,black,2020
BG908RY,Dacia,Sandero,grey,2021
BG921SB,Alfa Romeo,Giulietta,silver,2022
BG934TE,Lancia,Ypsilon,green,2023
BG947UH,Jeep,Renegade,yellow,2024
BG960VK,Mini,Cooper,orange,2005
BG973WN,Subaru,Impreza,brown,2006
BG986XR,Mitsubishi,Colt,beige,2007
BG999YU,Tesla,Model 3,purple,2008
BG112ZX,Fiat,500,red,2009
BG125AA,Volkswagen,Polo,blue,2010
BG138BD,Toyota,Corolla,white,2011
BG151CG,Ford,Fiesta,black,2012
BG164DJ,Renault,Megane,grey,2013
BG177EM,Peugeot,308,silver,2014
BG190FP,Opel,Astra,green,2015
BG203GT,BMW,Serie 3,yellow,2016
BH216HW,Mercedes,Classe B,orange,2017
BH229IZ,Audi,A3,brown,2018
BH242JC,Honda,Jazz,beige,2019
BH255KF,Hyundai,i20,purple,2020
BH268LI,Kia,Stonic,red,2021
BH281ML,Nissan,Juke,blue,2022
BH294NO,Seat,Arona,white,2023
BH307OS,Skoda,Scala,black,2024
BH320PV,Volvo,XC40,grey,2005
BH333RY,Mazda,3,silver,2006
BH346SB,Suzuki,Vitara,green,2007
BH359TE,Citroen,C4,yellow,2008
BH372UH,Dacia,Duster,orange,2009
BH385VK,Alfa Romeo,Giulia,brown,2010
BH398WN,Lancia,Ypsilon,beige,2011
BH411XR,Jeep,Compass,purple,2012
BH424YU,Mini,Countryman,red,2013
BH437ZX,Subaru,Forester,blue,2014
BH450AA,Mitsubishi,ASX,white,2015
BH463BD,Tesla,Model Y,black,2016
BH476CG,Fiat,Panda,grey,2017
BH489DJ,Volkswagen,Passat,silver,2018
BH502EM,Toyota,Auris,green,2019
BH515FP,Ford,Kuga,yellow,2020
BH528GT,Renault,Captur,orange,2021
BH541HW,Peugeot,2008,brown,2022
BI554IZ,Opel,Mokka,beige,2023
BI567JC,BMW,Serie 5,purple,2024
BI580KF,Mercedes,Classe C,red,2005
BI593LI,Audi,A4,blue,2006
BI606ML,Honda,HR-V,white,2007
BI619NO,Hyundai,i30,black,2008
BI632OS,Kia,Ceed,grey,2009
BI645PV,Nissan,Qashqai,silver,2010
BI658RY,Seat,Leon,green,2011
BI671SB,Skoda,Octavia,yellow,2012
BI684TE,Volvo,V60,orange,2013
BI697UH,Mazda,CX-3,brown,2014
BI710VK,Suzuki,Ignis,beige,2015
BI723WN,Citroen,C5 Aircross,purple,2016
BI736XR,Dacia,Logan,red,2017
BI749YU,Alfa Romeo,Stelvio,blue,2018
BI762ZX,Lancia,Ypsilon,white,2019
BI775AA,Jeep,Cherokee,black,2020
BI788BD,Mini,Clubman,grey,2021
BI801CG,Subaru,Outback,silver,2022
BI814DJ,Mitsubishi,Eclipse Cross,green,2023
BI827EM,Tesla,Model S,yellow,2024
BI840FP,Fiat,Tipo,orange,2005
BI853GT,Volkswagen,Tiguan,brown,2006
BI866HW,Toyota,RAV4,beige,2007
BI879IZ,Ford,Puma,purple,2008
BJ892JC,Renault,Kadjar,red,2009
BJ905KF,Peugeot,3008,blue,2010
BJ918LI,Opel,Crossland,white,2011
BJ931ML,BMW,X1,black,2012
BJ944NO,Mercedes,GLA,grey,2013
BJ957OS,Audi,Q3,silver,2014
BJ970PV,Honda,CR-V,green,2015
BJ983RY,Hyundai,Tucson,yellow,2016
BJ996SB,Kia,Sportage,orange,2017
BJ109TE,Nissan,Leaf,brown,2018
BJ122UH,Seat,Ateca,beige,2019
BJ135VK,Skoda,Karoq,purple,2020
BJ148WN,Volvo,XC60,red,2021
BJ161XR,Mazda,CX-5,blue,2022
BJ174YU,Suzuki,Baleno,white,2023
BJ187ZX,Citroen,Berlingo,black,2024
BJ200AA,Dacia,Spring,grey,2005
BJ213BD,Alfa Romeo,Tonale,silver,2006
BJ226CG,Lancia,Ypsilon,green,2007
BJ239DJ,Jeep,Wrangler,yellow,2008
BJ252EM,Mini,Paceman,orange,2009
BJ265FP,Subaru,XV,brown,2010
BJ278GT,Mitsubishi,Outlander,beige,2011
BJ291HW,Tesla,Model X,purple,2012
BJ304IZ,Fiat,Punto,red,2013
BJ317JC,Volkswagen,Golf,blue,2014
BK330KF,Toyota,Yaris,white,2015
BK343LI,Ford,Focus,black,2016
BK356ML,Renault,Clio,grey,2017
BK369NO,Peugeot,208,silver,2018
BK382OS,Opel,Corsa,green,2019
BK395PV,BMW,Serie 1,yellow,2020
BK408RY,Mercedes,Classe A,orange,2021
BK421SB,Audi,A1,brown,2022
BK434TE,Honda,Civic,beige,2023
BK447UH,Hyundai,i10,purple,2024
BK460VK,Kia,Picanto,red,2005
BK473WN,Nissan,Micra,blue,2006
BK486XR,Seat,Ibiza,white,2007
BK499YU,Skoda,Fabia,black,2008
BK512ZX,Volvo,V40,grey,2009
BK525AA,Mazda,2,silver,2010
BK538BD,Suzuki,Swift,green,2011
BK551CG,Citroen,C3,yellow,2012
BK564DJ,Dacia,Sandero,orange,2013
BK577EM,Alfa Romeo,Giulietta,brown,2014
BK590FP,Lancia,Ypsilon,beige,2015
BK603GT,Jeep,Renegade,purple,2016
BK616HW,Mini,Cooper,red,2017
BK629IZ,Subaru,Impreza,blue,2018
BK642JC,Mitsubishi,Colt,white,2019
BK655KF,Tesla,Model 3,black,2020
BL668LI,Fiat,500,grey,2021
BL681ML,Volkswagen,Polo,silver,2022
BL694NO,Toyota,Corolla,green,2023
BL707OS,Ford,Fiesta,yellow,2024
BL720PV,Renault,Megane,orange,2005
BL733RY,Peugeot,308,brown,2006
BL746SB,Opel,Astra,beige,2007
BL759TE,BMW,Serie 3,purple,2008
BL772UH,Mercedes,Classe B,red,2009
BL785VK,Audi,A3,blue,2010
BL798WN,Honda,Jazz,white,2011
BL811XR,Hyundai,i20,black,2012
BL824YU,Kia,Stonic,grey,2013
BL837ZX,Nissan,Juke,silver,2014
BL850AA,Seat,Arona,green,2015
BL863BD,Skoda,Scala,yellow,2016
BL876CG,Volvo,XC40,orange,2017
BL889DJ,Mazda,3,brown,2018
BL902EM,Suzuki,Vitara,beige,2019
BL915FP,Citroen,C4,purple,2020
BL928GT,Dacia,Duster,red,2021
BL941HW,Alfa Romeo,Giulia,blue,2022
BL954IZ,Lancia,Ypsilon,white,2023
BL967JC,Jeep,Compass,black,2024
BL980KF,Mini,Countryman,grey,2005
BL993LI,Subaru,Forester,silver,2006
BM106ML,Mitsubishi,ASX,green,2007
BM119NO,Tesla,Model Y,yellow,2008
BM132OS,Fiat,Panda,orange,2009
BM145PV,Volkswagen,Passat,brown,2010
BM158RY,Toyota,Auris,beige,2011
BM171SB,Ford,Kuga,purple,2012
BM184TE,Renault,Captur,red,2013
BM197UH,Peugeot,2008,blue,2014
BM210VK,Opel,Mokka,white,2015
BM223WN,BMW,Serie 5,black,2016
BM236XR,Mercedes,Classe C,grey,2017
BM249YU,Audi,A4,silver,2018
BM262ZX,Honda,HR-V,green,2019
BM275AA,Hyundai,i30,yellow,2020
BM288BD,Kia,Ceed,orange,2021
BM301CG,Nissan,Qashqai,brown,2022
BM314DJ,Seat,Leon,beige,2023
BM327EM,Skoda,Octavia,purple,2024
BM340FP,Volvo,V60,red,2005
BM353GT,Mazda,CX-3,blue,2006
BM366HW,Suzuki,Ignis,white,2007
BM379IZ,Citroen,C5 Aircross,black,2008
BM392JC,Dacia,Logan,grey,2009
BM405KF,Alfa Romeo,Stelvio,silver,2010
BM418LI,Lancia,Ypsilon,green,2011
BM431ML,Jeep,Cherokee,yellow,2012
BN444NO,Mini,Clubman,orange,2013
BN457OS,Subaru,Outback,brown,2014
BN470PV,Mitsubishi,Eclipse Cross,beige,2015
BN483RY,Tesla,Model S,purple,2016
BN496SB,Fiat,Tipo,red,2017
BN509TE,Volkswagen,Tiguan,blue,2018
BN522UH,Toyota,RAV4,white,2019
BN535VK,Ford,Puma,black,2020
BN548WN,Renault,Kadjar,grey,2021
BN561XR,Peugeot,3008,silver,2022
BN574YU,Opel,Crossland,green,2023
BN587ZX,BMW,X1,yellow,2024
BN600AA,Mercedes,GLA,orange,2005
BN613BD,Audi,Q3,brown,2006
BN626CG,Honda,CR-V,beige,2007
BN639DJ,Hyundai,Tucson,purple,2008
BN652EM,Kia,Sportage,red,2009
BN665FP,Nissan,Leaf,blue,2010
BN678GT,Seat,Ateca,white,2011
BN691HW,Skoda,Karoq,black,2012
BN704IZ,Volvo,XC60,grey,2013
BN717JC,Mazda,CX-5,silver,2014
BN730KF,Suzuki,Baleno,green,2015
BN743LI,Citroen,Berlingo,yellow,2016
BN756ML,Dacia,Spring,orange,2017
BN769NO,Alfa Romeo,Tonale,brown,2018
BO782OS,Lancia,Ypsilon,beige,2019
BO795PV,Jeep,Wrangler,purple,2020
BO808RY,Mini,Paceman,red,2021
BO821SB,Subaru,XV,blue,2022
BO834TE,Mitsubishi,Outlander,white,2023
BO847UH,Tesla,Model X,black,2024
BO860VK,Fiat,Punto,grey,2005
BO873WN,Volkswagen,Golf,silver,2006
BO886XR,Toyota,Yaris,green,2007
BO899YU,Ford,Focus,yellow,2008
BO912ZX,Renault,Clio,orange,2009
BO925AA,Peugeot,208,brown,2010
BO938BD,Opel,Corsa,beige,2011
BO951CG,BMW,Serie 1,purple,2012
